,trade_date,open,close,high,low
123,20200607,4.1608,4.3689,4.4918,4.1325
122,20200531,4.0284,4.1325,4.1703,4.0095
121,20200524,4.2648,4.0474,4.3878,4.0379
120,20200517,4.2648,4.2648,4.4351,4.2459
119,20200510,4.2554,4.2838,4.4067,4.2365
118,20200503,4.1514,4.3121,4.3878,4.123
117,20200426,4.1041,4.1514,4.3027,4.0852
116,20200419,4.1703,4.1041,4.2743,4.0946
115,20200412,4.3405,4.1987,4.6337,4.1892
114,20200405,4.0379,4.2932,4.3405,3.9622
113,20200329,4.0001,4.0757,4.1797,3.9339
112,20200322,4.123,4.0946,4.1797,3.9433
111,20200315,4.5958,4.1135,4.7093,4.019
110,20200308,4.1514,4.662,4.7188,4.1325
109,20200301,4.1703,4.1325,4.2648,4.0379
108,20200223,3.9812,4.1703,4.227,3.9812
107,20200216,3.9717,4.019,4.0379,3.9339
106,20200209,3.6502,3.9812,4.1797,3.6502
105,20200126,4.1514,4.0568,4.2838,4.0284
104,20200119,4.2176,4.1419,4.2743,4.123
103,20200112,4.227,4.227,4.3121,4.1987
102,20200105,4.1419,4.2459,4.2932,4.1041
101,20191229,4.123,4.1325,4.1797,4.0474
100,20191222,4.123,4.1135,4.1703,4.0946
99,20191215,3.9244,4.1135,4.1325,3.915
98,20191208,3.9055,3.9339,3.9717,3.8771
97,20191201,3.8488,3.915,3.9339,3.8393
96,20191124,3.9433,3.8488,3.9433,3.8109
95,20191117,3.9906,3.9244,4.0001,3.8677
94,20191110,4.0001,4.0001,4.019,3.9528
93,20191103,4.0663,3.9906,4.1041,3.9339
92,20191027,4.0568,4.0663,4.1892,4.0284
91,20191020,4.1703,4.0757,4.1892,4.0663
90,20191013,4.0852,4.1419,4.1608,4.0663
89,20191006,4.0852,4.0852,4.123,4.0663
88,20190929,4.1797,4.0852,4.1797,4.0474
87,20190922,4.3216,4.1797,4.3594,4.1608
86,20190915,4.35,4.3121,4.4256,4.2648
85,20190908,4.1892,4.3216,4.3594,4.1797
84,20190901,4.2081,4.1892,4.3121,4.1797
83,20190825,4.0474,4.2554,4.3027,3.9812
82,20190818,4.0158,4.019,4.0663,3.8404
81,20190811,4.121,4.0333,4.1298,3.9456
80,20190804,4.2876,4.1298,4.3139,4.0859
79,20190728,4.1385,4.3051,4.3402,4.0421
78,20190721,4.1473,4.1298,4.1911,4.1035
77,20190714,4.3314,4.1561,4.3402,4.121
76,20190707,4.2438,4.3402,4.4104,4.2262
75,20190630,4.2876,4.1999,4.3051,4.1736
74,20190623,4.1911,4.2788,4.3051,4.1561
73,20190616,4.0859,4.1911,4.2964,4.0684
72,20190609,4.121,4.0772,4.1561,4.0509
71,20190602,4.0772,4.1298,4.1473,4.0333
70,20190526,4.2175,4.0684,4.2701,4.0421
69,20190519,4.4016,4.2087,4.4454,4.1911
68,20190512,4.4016,4.4542,4.726,4.2701
67,20190505,4.3753,4.5243,4.5243,4.3051
66,20190428,4.7348,4.3839999999999995,4.7523,4.3139
65,20190421,4.8312,4.7085,5.0154,4.6734
64,20190414,5.103,4.8838,5.2346,4.84
63,20190407,4.6471,4.9978,5.0767,4.6033
62,20190331,4.5682,4.5594,4.7698,4.2788
61,20190324,4.5243,4.6033,4.7085,4.5068
60,20190317,4.5243,4.5243,4.9452,4.4279
59,20190310,4.3314,4.5331,4.8488,4.3051
58,20190303,4.1736,4.3051,4.4104,4.1736
57,20190224,4.1385,4.1736,4.2525,4.0947
56,20190217,4.0509,4.1298,4.1648,4.0158
55,20190203,3.8843,4.0509,4.0772,3.8229
54,20190127,3.9018,3.8843,4.007,3.858
53,20190120,3.7001,3.9106,3.9281,3.6563
52,20190113,3.6563,3.6914,3.7878,3.6388
51,20190106,3.6914,3.6475,3.6914,3.5423
50,20181230,3.6388,3.7001,3.8054,3.6212
49,20181223,3.7089,3.6475,3.7966,3.6125
48,20181216,3.6651,3.7089,3.7527,3.6037
47,20181209,3.6826,3.6826,3.7439999999999998,3.63
46,20181202,3.7001,3.6037,3.7089,3.5335
45,20181125,3.7966,3.6826,3.8229,3.6475
44,20181118,3.4897,3.7966,3.8492,3.4897
43,20181111,3.5423,3.5072,3.5862,3.4985
42,20181104,3.4985,3.5335,3.5598,3.4019999999999997
41,20181028,3.516,3.4809,3.6388,3.4196
40,20181021,3.4809,3.4722,3.5511,3.3757
39,20181014,3.5072,3.3757,3.5335,3.1828
38,20180930,3.5423,3.5511,3.63,3.5248
37,20180923,3.4722,3.5598,3.5686,3.4371
36,20180916,3.4722,3.4722,3.516,3.4019999999999997
35,20180909,3.5423,3.4722,3.5686,3.4634
34,20180902,3.6388,3.5335,3.6914,3.5248
33,20180826,3.4897,3.6388,3.6563,3.4634
32,20180819,3.516,3.4809,3.7352,3.4722
31,20180812,3.4108,3.5511,3.6125,3.3319
30,20180805,3.7352,3.4108,3.7527,3.3231
29,20180729,3.468,3.7529,3.8913,3.468
28,20180722,3.3539999999999996,3.411,3.4598,3.3214
27,20180715,3.1993,3.3621,3.3784,3.1993
26,20180708,3.3947,3.1912,3.411,3.1342
25,20180701,3.4354,3.4028,3.4436,3.3296
24,20180624,3.6715,3.411,3.7285,3.3296
23,20180617,3.7448,3.7203,3.8099,3.6959
22,20180610,3.875,3.7529,3.8832,3.7285
21,20180603,3.9564,3.8506,3.9808,3.7855
20,20180527,4.0378,3.9564,4.0623,3.9401
19,20180520,4.0053,4.0134,4.1274,3.932
18,20180513,3.8832,4.0053,4.1274,3.875
17,20180506,3.8669,3.8994,3.9239,3.8425
16,20180429,3.9157,3.8669,3.9971,3.8506
15,20180422,4.0704,3.9157,4.0704,3.8994
14,20180415,4.1111,4.0785,4.1437,4.0541
13,20180408,4.2088,4.1274,4.2251,4.1274
12,20180401,4.1111,4.2088,4.2983,4.0623
11,20180325,4.0053,4.2006,4.4204,3.9564
10,20180318,4.0623,4.0053,4.0867,3.9727
9,20180311,4.0541,4.0541,4.1192,3.989
8,20180304,3.9727,4.0623,4.1762,3.8994
7,20180225,3.818,3.9239,3.932,3.7855
6,20180218,3.8587,3.7855,3.8913,3.7692
5,20180211,4.2088,3.8343,4.2658,3.7203
4,20180204,4.4693,4.2739,4.5263,4.1762
3,20180128,4.3065,4.4693,4.4856,4.2902
2,20180121,4.3879,4.3228,4.3879,4.2088
1,20180114,4.51,4.3879,4.5344,4.3716
0,20180107,4.2006,4.51,4.567,4.2006
